Name,Symbol,Price Usd,volume 24h,Volume 30d,Market Cap,Dominance,Year Till Date Price Change Percentage,CMC Rank,Market Pair Count,Circulating Supply,Total Supply,Last Updated
Fame MMA,FAME,0.002990149,105044.4705,3510932.646,0,0,42.1261,3614,13,0,9909194789,2023-02-18T05:11:00.000Z
Plutonians,PLD,0.029443977,105008.2352,4176867.438,0,0,10.1113,3615,4,0,0,2023-02-18T05:11:00.000Z
QiSwap,QI,0.023065844,105005.5645,3079700.979,0,0,138.1924,3616,7,0,0,2023-02-18T05:11:00.000Z
BighBull,BIGB,0.002094422,104903.3232,3043508.216,0,0,-94.7374,3617,6,0,500000000,2023-02-18T05:11:00.000Z
Microtuber,MCT,0.001369669,104900.7437,2857694.282,0,0,37.6649,3618,4,0,0,2023-02-18T05:11:00.000Z
AMATERAS,AMT,0.005599345,104842.569,3166140.26,0,0,3.9466,3619,5,0,100000000,2023-02-18T05:11:00.000Z
Izumi Finance,IZI,0.011902864,104696.282,2350465.375,0,0,-26.1883,3620,17,0,2000000000,2023-02-18T05:11:00.000Z
DEXGame,DXGM,0.008145642,104464.0272,2846141.465,0,0,13.9921,3621,4,0,1000000000,2023-02-18T05:11:00.000Z
Minted,MTD,0.259205522,103711.5343,3577019.043,0,0,6.0911,3622,17,0,884237869.8,2023-02-18T05:11:00.000Z
APWine Finance,APW,0.380751024,103114.7286,3027163.444,0,0,97.9837,3623,17,0,0,2023-02-18T05:11:00.000Z
iCrypto World,ICW,0.013172923,102822.3291,3370687.153,0,0,0,3624,3,0,993816353,2023-02-18T05:11:00.000Z
Collie Inu,COLLIE,1.03E-06,102797.4602,3139382.415,0,0,12.28,3625,2,0,7.82867E+11,2023-02-18T05:11:00.000Z
Altrucoin,ALTRU,0.343325655,102468.8951,3287550.991,0,0,14.1727,3626,2,0,2500000,2023-02-18T05:11:00.000Z
BinStarter,BSR,0.14434849,102315.6886,2842191.076,0,0,5.4887,3627,2,0,0,2023-02-18T05:11:00.000Z
Hourglass,WAIT,0.133608591,101708.131,2989891.992,0,0,366.0878,3628,3,0,97959724,2023-02-18T05:11:00.000Z
YAY Games,YAY,0.00025293,101563.5098,3281532.283,0,0,1.4038,3629,10,0,1000000000,2023-02-18T05:11:00.000Z
OpenLive NFT,OPV,0.13228838,101407.3515,3134487.051,0,0,-64.3323,3630,3,0,200000000,2023-02-18T05:11:00.000Z
CrownSterling,WCSOV,0.007135641,100538.7686,2852710.82,0,0,-23.3238,3631,3,0,10000000000,2023-02-18T05:11:00.000Z
i Money Crypto,IMC,0.0129026,100486.4009,3016228.998,0,0,-78.8414,3632,2,0,300000000,2023-02-18T05:11:00.000Z
Trustpad,TPAD,0.096435506,99991.08221,3295726.787,0,0,53.4315,3633,12,0,0,2023-02-18T05:11:00.000Z
TFS Token,TFS,0.005783552,99947.36347,3008016.793,0,0,4.9041,3634,6,0,1835000000,2023-02-18T05:11:00.000Z
Wrapped Rose,wROSE,0.077616592,99835.27801,2821393.85,0,0,123.9641,3635,14,0,10000000000,2023-02-18T05:11:00.000Z
Kalima Blockchain,KLX,0.000174915,99724.18974,2847785.281,0,0,0,3636,1,0,4.8E+11,2023-02-18T05:11:00.000Z
B20,B20,0.087617657,99487.57179,2742575.898,0,0,34.0953,3637,7,0,10000000,2023-02-18T05:11:00.000Z
Half Shiba Inu,SHIB0.5,2.192211392,99477.5352,3277275.677,0,0,0,3638,2,0,1000000,2023-02-18T05:11:00.000Z
LynKey,LYNK,0.002130429,99357.35904,2780890.739,0,0,-82.691,3639,2,0,1000000000,2023-02-18T05:11:00.000Z
Fronk,FRONK,6.38E-09,98942.38192,2802830.269,0,0,0,3640,5,0,9.89957E+13,2023-02-18T05:11:00.000Z
Philcoin,PHL,0.017903963,98842.57159,2994922.712,0,0,-49.6108,3641,8,0,5000000000,2023-02-18T05:11:00.000Z
Dives Defi,DDF,354.2730414,98795.48767,2694820.318,0,0,74.3903,3642,1,0,1000000,2023-02-18T05:11:00.000Z
Beauty Bakery Linked Operation Transaction Technology,LOTT,0.053360753,98752.77968,2968345.94,0,0,26.6964,3643,1,0,5000000000,2023-02-18T05:11:00.000Z
Kabosu Inu,KABOSU INU,1.82E-06,98599.10038,2976903.66,0,0,0,3644,3,0,1E+12,2023-02-18T05:11:00.000Z
MoneySwap,MSWAP,0.000406415,98124.26202,3464301.63,0,0,-20.4321,3645,7,0,1500000000,2023-02-18T05:11:00.000Z
Chronicum,CHRO,0.001164838,97923.36189,2909865.849,0,0,29.7125,3646,5,0,61623860,2023-02-18T05:11:00.000Z
Kalissa,KALI,0.003140711,97715.07011,3055167.269,0,0,-17.7921,3647,2,0,500000000,2023-02-18T05:11:00.000Z
Kishimoto,KISHIMOTO,3.76E-05,97535.54785,3078140.342,0,0,12.6771,3648,19,0,50000000000,2023-02-18T05:11:00.000Z
Zenith Coin,ZENITH,0.007850471,97307.6894,2670060.508,0,0,-55.8057,3649,6,0,0,2023-02-18T05:11:00.000Z
Kingdom Karnage,KKT,0.000807755,97184.59286,2756673.445,0,0,9.5703,3650,5,0,1000000000,2023-02-18T05:11:00.000Z
KYCCOIN,KYCC,0.011722362,97064.93287,2828224.947,0,0,-64.3045,3651,2,0,500000000,2023-02-18T05:11:00.000Z
HyperVerse,HVT,2.09E-06,97023.86949,3021970.037,0,0,-64.7741,3652,9,0,10000000000,2023-02-18T05:11:00.000Z
Bitcoin Asia,BTCA,0.000384487,97018.80746,2772579.64,0,0,-51.737,3653,3,0,1000000000,2023-02-18T05:11:00.000Z
Realfinance Network,REFI,0.001046211,96729.81562,3013666.996,0,0,-5.9506,3654,12,0,0,2023-02-18T05:11:00.000Z
Revenue Coin,RVC,0.001788684,96287.88398,2681589.376,0,0,-15.1334,3655,9,0,1738221687,2023-02-18T05:11:00.000Z
DaoVerse,DVRS,0.00010648,96252.0008,2695555.994,0,0,-5.2831,3656,4,0,1000000000,2023-02-18T05:11:00.000Z
Agro Global,AGRO,0.00038294,96125.81011,2588330.969,0,0,6.7182,3657,7,0,95000000000,2023-02-18T05:11:00.000Z
FrontFanz,FANZ,0.060612215,96051.05004,2597579.155,0,0,-6.7217,3658,5,0,500000000,2023-02-18T05:11:00.000Z
JERITEX,JRIT,0.048009675,96025.22793,3118248.731,0,0,12.2775,3659,2,0,100000000,2023-02-18T05:11:00.000Z
Bitpaid Token,BTP,0.418896821,95179.09804,2724299.985,0,0,-79.3516,3660,3,0,425000,2023-02-18T05:11:00.000Z
Smart Block Chain City,SBCC,0.061932481,94724.87436,2672993.56,0,0,-42.1013,3661,4,0,3000000000,2023-02-18T05:11:00.000Z
Germany Rabbit Token,GERMANY,2.96E-08,94714.36145,2661640.74,0,0,-74.9729,3662,2,0,1E+15,2023-02-18T05:11:00.000Z
STREETH,STREETH,0.005393087,94472.91812,2842123.856,0,0,-15.3366,3663,2,0,0,2023-02-18T05:11:00.000Z
BNBPot,BNBP,2.823331765,94201.30528,2809754.967,0,0,-56.856,3664,4,0,1000000,2023-02-18T05:11:00.000Z
Megatech,MGT,0.001828368,94027.5133,2549322.018,0,0,7.5842,3665,2,0,5000000000,2023-02-18T05:11:00.000Z
MojitoSwap,MJT,0.108344824,93855.40762,2769005.597,0,0,28.5075,3666,11,0,100000000,2023-02-18T05:11:00.000Z
LIF3 LSHARE,LSHARE,198.4856937,93738.67218,3046650.664,0,0,123.6956,3667,13,0,70000,2023-02-18T05:11:00.000Z
Childhoods End,O,3.35E-05,93624.48891,3064577.745,0,0,133.7417,3668,6,0,3.69369E+11,2023-02-18T05:11:00.000Z
Animal Farm Pigs,AFP,59.14168777,93566.40965,2711455.144,0,0,-39.6238,3669,3,0,360985.2846,2023-02-18T05:11:00.000Z
SORA Synthetics,XST,0.009498979,93519.57363,2676422.962,0,0,0,3670,1,0,1337,2023-02-18T05:11:00.000Z
Torah Network,VP,6.772364773,93470.9072,2819150.152,0,0,-15.1279,3671,6,0,90000000,2023-02-18T05:11:00.000Z
BLUEART TOKEN,BLA,0.015652823,92675.14426,2560916.64,0,0,-28.9226,3672,6,0,88000000,2023-02-18T05:11:00.000Z
Mundocrypto,MCT,0.102510658,92616.22332,2734939.917,0,0,-17.037,3673,1,0,1400000000,2023-02-18T05:11:00.000Z
Burn Floki,BFLOKI,7.95E-11,92432.35244,2955689.403,0,0,19.635,3674,7,0,0,2023-02-18T05:11:00.000Z
Angel Dust,AD,6.41E-06,92258.9106,2499950.693,0,0,-18.2187,3675,3,0,1E+11,2023-02-18T05:11:00.000Z
Parrot USD,PAI,1.008553265,92125.3194,2521974.363,0,0,1.3653,3676,6,0,0,2023-02-18T05:11:00.000Z
ZakumiFi,ZAFI,0.20686629,92052.07382,2720857.332,0,0,-22.7138,3677,2,0,60000000,2023-02-18T05:11:00.000Z
Tethys,TETHYS,0.404129807,92047.1785,2801201.229,0,0,454.0447,3678,10,0,6159637,2023-02-18T05:11:00.000Z
Cardiocoin,CRDC,0.005346077,91974.89365,2448842.442,0,0,190.9535,3679,2,0,12000000000,2023-02-18T05:11:00.000Z
XNP,XNP,1.030331034,91885.17917,2745462.771,0,0,49.1466,3680,1,0,3000000,2023-02-18T05:11:00.000Z
Ten Best Coins,TBC,2663.476746,91786.20915,2784534.632,0,0,47.5076,3681,1,0,25000000,2023-02-18T05:11:00.000Z
MeetPle,MPT,0.005345506,91332.64788,2534233.044,0,0,-64.4813,3682,3,0,0,2023-02-18T05:11:00.000Z
Realy,REAL,0.115005815,90868.59,3871775.244,0,0,31.0069,3683,13,0,100000000,2023-02-18T05:11:00.000Z
AMAUROT,AMA,3.150466531,90705.0282,2575616.521,0,0,-17.4386,3684,3,0,1730588.77,2023-02-18T05:11:00.000Z
OPX Finance,OPX,4.163226494,90659.76876,2932561.68,0,0,178.0254,3685,4,0,833333,2023-02-18T05:11:00.000Z
sETH2,SETH2,1686.741495,90618.85627,2793898.75,0,0,42.67,3686,5,0,0,2023-02-18T05:11:00.000Z
Koinos,KOIN,0.458192335,90455.42298,2706323.424,0,0,14.2407,3687,5,0,22084532,2023-02-18T05:11:00.000Z
Evanesco Network,EVA,0.001129936,90299.67954,2448704.51,0,0,106.6065,3688,15,0,40000000,2023-02-18T05:11:00.000Z
Wrapped Harmony,WONE,0.028993401,90233.01231,2729598.515,0,0,151.0686,3689,174,0,0,2023-02-18T05:11:00.000Z
Battle Infinity,IBAT,0.001350149,90100.76465,2613310.45,0,0,-13.7713,3690,3,0,10000000000,2023-02-18T05:11:00.000Z
AAG,AAG,0.006380379,89984.84577,2612888.629,0,0,87.8126,3691,8,0,1000000000,2023-02-18T05:11:00.000Z
Digital Swiss Franc,DSFR,0.003132709,89974.57701,2521624.716,0,0,11.6039,3692,2,0,0,2023-02-18T05:11:00.000Z
Fidira,FID,0.003166776,89754.8382,2500520.257,0,0,-8.9776,3693,8,0,0,2023-02-18T05:11:00.000Z
Cryptounit,CRU,0.002964597,89583.38042,2912748.622,0,0,47.4645,3694,3,0,9619982210,2023-02-18T05:11:00.000Z
WhaleGirl,WGIRL,0.000266984,89463.46795,2488228.961,0,0,49.9206,3695,3,0,600000000,2023-02-18T05:11:00.000Z
Lets Go Brandon Token,LGBT,2.40E-12,89316.96186,2631464.873,0,0,11.3555,3696,3,0,7.91E+16,2023-02-18T05:11:00.000Z
IVOGEL,IVG,6.56E-06,89191.37193,2639878.808,0,0,-26.3924,3697,3,0,1000000000,2023-02-18T05:11:00.000Z
Gamer Arena,GAU,0.002958596,89152.83274,2905921.857,0,0,-9.5505,3698,1,0,500000000,2023-02-18T05:11:00.000Z
Booby Trap,BBT,4.12E-05,89033.44923,2923963.619,0,0,29.5654,3699,2,0,911911911,2023-02-18T05:11:00.000Z
WAM,WAM,0.006997918,88528.79256,2310856.555,0,0,58.3061,3700,11,0,1000000000,2023-02-18T05:11:00.000Z
Arcade Kingdoms,ACK,0.001705505,88492.29506,2702017.788,0,0,16.8144,3701,3,0,100000000,2023-02-18T05:11:00.000Z
Marble Heroes,MBH,9.25E-05,88304.8073,2539539.374,0,0,265.9041,3702,2,0,550000000,2023-02-18T05:11:00.000Z
DeFi Kingdoms,JEWEL,0.303030891,87536.60142,2470566.851,0,0,42.2577,3703,45,0,320111120,2023-02-18T05:11:00.000Z
Spellfire,SPELLFIRE,0.001036241,87436.35021,1237984.514,0,0,5.7372,3704,12,0,640000000,2023-02-18T05:11:00.000Z
Canadian Inuit Dog(NEW),CADINU,1.45E-06,87427.09035,2711467.319,0,0,-34.1694,3705,5,0,3.20393E+11,2023-02-18T05:11:00.000Z
BiLira,TRYB,0.051741151,87034.95035,2682548.705,0,0,-1.3996,3706,18,0,239108455,2023-02-18T05:11:00.000Z
Solar,SOLAR,0.008811776,86926.1492,2818351.437,0,0,-12.2587,3707,5,0,0,2023-02-18T05:11:00.000Z
Gym AI,GYM AI,0.00029409,86671.44532,2429489.013,0,0,0,3708,1,0,700000000,2023-02-18T05:11:00.000Z
Bet2Bank,BXB,1.89E-05,86277.53239,2671839.725,0,0,0,3709,1,0,1E+11,2023-02-18T05:11:00.000Z
Metastrike,MTS,0.008168391,86014.50103,4945310.761,0,0,55.8123,3710,9,0,565000000,2023-02-18T05:11:00.000Z
Maia,MAIA,25.70185016,85734.96205,2451227.788,0,0,134.9187,3711,9,0,9785,2023-02-18T05:11:00.000Z
ALYATTES,ALYA,0.052360552,85723.63219,2583613.664,0,0,-69.9727,3712,4,0,199239868.6,2023-02-18T05:11:00.000Z
Xriba,XRA,0.0089559,85612.49883,2563941.053,0,0,18.422,3713,2,0,252890955.6,2023-02-18T05:11:00.000Z
Betswap.gg,BSGG,0.00162296,85529.21894,2577410.746,0,0,-8.4462,3714,33,0,10000000000,2023-02-18T05:11:00.000Z
Coin Of Champions,COC,1.86E-08,85477.48816,2375592.806,0,0,-51.8972,3715,12,0,3.15966E+14,2023-02-18T05:11:00.000Z
Txbit Token,TXBIT,0.001379029,85445.377,2654126.565,0,0,123.5361,3716,3,0,2000000000,2023-02-18T05:11:00.000Z
Castello Coin,CAST,0.107706351,85370.4608,2445629.742,0,0,14.8379,3717,5,0,440000000,2023-02-18T05:11:00.000Z
PRüF Protocol,PRUF,0.00039878,85361.2463,2570937.525,0,0,4.4249,3718,2,0,621973086,2023-02-18T05:11:00.000Z
DoubleDice,DODI,0.000720145,85057.10864,2335304.098,0,0,-7.9658,3719,3,0,10000000000,2023-02-18T05:11:00.000Z
Stabilize,STBZ,2.248246068,85056.32707,2641512.832,0,0,3888.3573,3720,2,0,212962.9633,2023-02-18T05:11:00.000Z
JPY Coin,JPYC,0.007450737,84945.94573,2495127.97,0,0,-1.4301,3721,25,0,0,2023-02-18T05:11:00.000Z
Monsters Clan,MONS,0.014705426,84912.7807,2393077.124,0,0,-1.6101,3722,10,0,99000000,2023-02-18T05:11:00.000Z
CRYPTOKKI,TOKKI,0.020707506,84881.68847,3468306.996,0,0,-36.8532,3723,5,0,500000000,2023-02-18T05:11:00.000Z
Covenant,COVN,0.752876599,84814.2942,2629787.182,0,0,-27.3353,3724,3,0,500000000,2023-02-18T05:11:00.000Z
MM Finance (Polygon),MMF,0.010850353,84175.66059,3830872.554,0,0,25.5491,3725,15,0,0,2023-02-18T05:11:00.000Z
Invitoken,INVI,1.742281032,83956.35323,2464536.977,0,0,8.0148,3726,3,0,0,2023-02-18T05:11:00.000Z
PolyAlpha Finance,ALPHA,0.535058945,83919.75254,2543630.88,0,0,11.127,3727,17,0,4383,2023-02-18T05:11:00.000Z
Punk Panda Messenger,PPM,0.071415253,83800.5861,2345588.874,0,0,-2.8366,3728,1,0,100515200,2023-02-18T05:11:00.000Z
BH Network,BHAT,0.048675832,83531.13367,2311201.58,0,0,76.2992,3729,2,0,500000000,2023-02-18T05:11:00.000Z
New Paradigm Assets Solution,NPAS,0.011867032,83526.85214,2589365.474,0,0,-48.7758,3730,4,0,10000000000,2023-02-18T05:11:00.000Z
Pikaster,RBP,0.001108223,83178.41437,2286894.54,0,0,34.0273,3731,4,0,0,2023-02-18T05:11:00.000Z
Gaming Stars,GAMES,1.65273306,83089.35205,2283833.381,0,0,1.9325,3732,3,0,102000000,2023-02-18T05:11:00.000Z
Kenshi,KENSHI,8.73E-07,82960.36696,2735986.816,0,0,894.5734,3733,3,0,5E+12,2023-02-18T05:11:00.000Z
RCCCToken,RCCC,0.000419084,82911.16971,2458404.025,0,0,-51.7035,3734,3,0,0,2023-02-18T05:11:00.000Z
BT.Finance,BT,0.169319063,82904.66073,2499083.195,0,0,11.8669,3735,2,0,0,2023-02-18T05:11:00.000Z
Metavault DAO,MVD,3.123729497,82494.38306,2703413.337,0,0,27.7418,3736,5,0,0,2023-02-18T05:11:00.000Z
Echoin,EC,0.000360073,82407.91493,2654065.992,0,0,80.0918,3737,2,0,2000000000,2023-02-18T05:11:00.000Z
DOLA,DOLA,1.00089075,82365.16751,2377354.889,0,0,0.506,3738,26,0,55701609.75,2023-02-18T05:11:00.000Z
Biconomy Exchange Token,BIT,7.68E-06,82223.41759,2560608.225,0,0,4.7473,3739,16,0,1E+12,2023-02-18T05:11:00.000Z
BTRIPS,BTR,0.031461625,82215.49049,2234865.964,0,0,3.4303,3740,6,0,5000000000,2023-02-18T05:11:00.000Z
Poken,PKN,0.001703545,82196.96838,2493824.97,0,0,13.5667,3741,12,0,3959827166,2023-02-18T05:11:00.000Z
Pollchain,POLL,0.001404332,82120.32761,2232795.216,0,0,-34.3484,3742,4,0,0,2023-02-18T05:11:00.000Z
Crazy Internet Coin,CIC,0.105921345,81889.88869,2584868.945,0,0,5.8481,3743,1,0,222000000,2023-02-18T05:11:00.000Z
Jinbi Token,JNB,4069.041102,81687.9461,2288444.749,0,0,37.2365,3744,2,0,12500000,2023-02-18T05:11:00.000Z
Drive Crypto,DRIVECRYPTO,0.004287864,81584.69856,2220326.623,0,0,-55.8453,3745,2,0,1000000000,2023-02-18T05:11:00.000Z
Betterment Digital,BEMD,0.000375679,81529.27903,2570397.702,0,0,-7.0634,3746,4,0,1000000000,2023-02-18T05:11:00.000Z
Elk Finance,ELK,0.161621038,81451.88854,2388972.717,0,0,51.8166,3747,90,0,4242424,2023-02-18T05:11:00.000Z
Kanagawa Nami,OKINAMI,0.003028324,81278.94712,2629124.304,0,0,6.0699,3748,5,0,1000000000,2023-02-18T05:11:00.000Z
PlayPad,PPAD,0.002708842,81266.16331,2299681.28,0,0,34.7764,3749,9,0,90000000,2023-02-18T05:11:00.000Z
Earncraft,PLOT,0.000521911,81145.97188,2347419.583,0,0,-13.8635,3750,3,0,500000000,2023-02-18T05:11:00.000Z
Dabb Doge,DDOGE,0.005732297,81001.37678,2553526.789,0,0,485.487,3751,5,0,7777777,2023-02-18T05:11:00.000Z
SafeMars,SMARS,4.41E-09,80962.25832,2261660.292,0,0,28.0095,3752,8,0,0,2023-02-18T05:11:00.000Z
Pylon Eco Token,PETN,0.188808924,80940.4226,2361061.957,0,0,-20.5498,3753,5,0,98213389,2023-02-18T05:11:00.000Z
SonarWatch,SONAR,0.006075514,80669.72444,2392684.908,0,0,26.8899,3754,7,0,0,2023-02-18T05:11:00.000Z
CDbio,MCD,4.040814309,80447.93327,2418684.414,0,0,-0.5325,3755,1,0,1000000000,2023-02-18T05:11:00.000Z
PixiaAI,PIXIA,0.035533389,80353.2478,2384827.822,0,0,0,3756,1,0,100000000,2023-02-18T05:11:00.000Z
ZED Token,ZED,0.02834705,80145.65579,5999540.033,0,0,13.9789,3757,18,0,1000000000,2023-02-18T05:11:00.000Z
X Protocol,POT,0.012432874,79995.93364,2596322.1,0,0,0.7291,3758,5,0,4750000,2023-02-18T05:11:00.000Z
Open Rights Exchange,ORE,0.007146465,79977.3776,2302600.369,0,0,15.8399,3759,14,0,1060000000,2023-02-18T05:11:00.000Z
Deesse,LOVE,0.001255158,79771.47748,2494643.141,0,0,2.4367,3760,4,0,20000000000,2023-02-18T05:11:00.000Z
NXD Next,NXDT,0.005741651,79432.54619,2565470.54,0,0,-24.8352,3761,3,0,5000000000,2023-02-18T05:11:00.000Z
Saber,SBR,0.001346873,79277.04874,2678330.593,0,0,24.8891,3762,21,0,98111671.94,2023-02-18T05:11:00.000Z
Aquarius,AQUA,0.000631173,79208.64526,2265597.101,0,0,15.1966,3763,14,0,0,2023-02-18T05:11:00.000Z
Pacific,PAF,0.000585029,79075.19835,2216785.796,0,0,11.4764,3764,5,0,1000000000,2023-02-18T05:11:00.000Z
3air,3AIR,0.009612115,78879.9663,2464569.657,0,0,-21.1865,3765,5,0,830000000,2023-02-18T05:11:00.000Z
Vent Finance,VENT,0.008293546,78725.16753,2146306.2,0,0,21.2964,3766,10,0,0,2023-02-18T05:11:00.000Z
CUBIX,CUBIX,0.003828051,78672.89032,2280695.391,0,0,-36.8443,3767,1,0,5000000000,2023-02-18T05:11:00.000Z
Heart Rate,HTR,0.004577923,78663.70107,2370060.202,0,0,-55.7595,3768,1,0,1000000000,2023-02-18T05:11:00.000Z
GlieseCoin,GLC,0.071642052,78589.89366,2497618.543,0,0,0,3769,3,0,20500000,2023-02-18T05:11:00.000Z
KISSAN,KSN,0.801970552,78585.39841,2337441.881,0,0,639.7648,3770,5,0,63000000,2023-02-18T05:11:00.000Z
REGENT COIN,REGENT,1.61196562,78418.217,2384693.378,0,0,-47.7716,3771,2,0,2900000,2023-02-18T05:11:00.000Z
BITCOLOJIX,BTCIX,0.882118341,78295.56391,2105702.497,0,0,24.3305,3772,3,0,80000000,2023-02-18T05:11:00.000Z
Virgo,VGO,0.125235248,78049.9283,2566083.688,0,0,20.8311,3773,5,0,30032000,2023-02-18T05:11:00.000Z
Acria.AI,ACRIA,0.082809675,77641.59692,2508754.73,0,0,8.1145,3774,2,0,140000000,2023-02-18T05:11:00.000Z
Gold Guaranteed Coin Mining,GGCM,0.06954181,77482.38792,2152170.52,0,0,-3.0104,3775,2,0,5E+11,2023-02-18T05:11:00.000Z
HalfPizza,PIZA,2.93E-05,77413.03006,2005807.648,0,0,104.4487,3776,21,0,10000000000,2023-02-18T05:11:00.000Z
Dejitaru Shirudo,SHIELD,0.001434076,77315.34598,2472580.325,0,0,254.4525,3777,4,0,1000000000,2023-02-18T05:11:00.000Z
AizaWorld,AIZA,0.022466617,77309.22027,2265551.268,0,0,62.4455,3778,2,0,600000000,2023-02-18T05:11:00.000Z
Gas DAO,GAS,1.62E-06,77280.66792,2205015.348,0,0,-5.9712,3779,16,0,1E+12,2023-02-18T05:11:00.000Z
Acquire.Fi,ACQ,0.028759062,77235.32847,2085384.865,0,0,9.5394,3780,6,0,3900000,2023-02-18T05:11:00.000Z
Kyoko,KYOKO,0.011413203,76947.08858,2388974.019,0,0,-21.1578,3781,4,0,1000000000,2023-02-18T05:11:00.000Z
CLever Token,CLEV,19.10485003,76832.45263,2386858.189,0,0,0,3782,3,0,1035000,2023-02-18T05:11:00.000Z
Australian Safe Shepherd,ASS,8.17E-10,76771.63675,1820662.331,0,0,39.0933,3783,17,0,1.00E+16,2023-02-18T05:11:00.000Z
Lunatics,LUNAT,3.02E-05,76750.53787,2427484.803,0,0,21.6941,3784,5,0,87999360547,2023-02-18T05:11:00.000Z
Galaxy Coin,GALAXY,1.66E-09,76743.91838,10805104.38,0,0,-29.2432,3785,4,0,5E+14,2023-02-18T05:11:00.000Z
SmartLOX,SMARTLOX,7.44E-05,76713.81456,2215409.426,0,0,-11.6295,3786,2,0,0,2023-02-18T05:11:00.000Z
Shido,SHIDO,8.66E-05,76591.57437,2180688.334,0,0,-30.0158,3787,9,0,95511265205,2023-02-18T05:11:00.000Z
Abel finance,ABEL,0.12825165,76510.78854,2263023.873,0,0,0,3788,2,0,100000000,2023-02-18T05:11:00.000Z
Propel,PEL,0.009002465,76330.84827,2115294.466,0,0,53.5975,3789,7,0,100000000,2023-02-18T05:11:00.000Z
PulseDogecoin,PLSD,4.086770716,76292.35494,2131454.772,0,0,-34.9236,3790,12,0,6094659,2023-02-18T05:11:00.000Z
DAO Invest,VEST,0.007086826,76106.37845,2391642.366,0,0,64.3717,3791,6,0,1E+11,2023-02-18T05:11:00.000Z
Monkey King,WUKONG,6.70E-06,76101.93352,2336601.386,0,0,5.7367,3792,6,0,1000000000,2023-02-18T05:11:00.000Z
Cypherium,CPH,0.060018439,75757.82344,2107865.346,0,0,159.5362,3793,4,0,6828000000,2023-02-18T05:11:00.000Z
Mintpad,MINT,0.000200501,75742.0776,2369845.237,0,0,0,3794,2,0,1000000000,2023-02-18T05:11:00.000Z
WingRiders Governance Token,WRT,0.196023454,75614.05341,2118839.325,0,0,131.9091,3795,3,0,100000000,2023-02-18T05:11:00.000Z
Compound Uni,CUNI,0.140804161,75438.61981,2414664.575,0,0,32.1446,3796,2,0,0,2023-02-18T05:11:00.000Z
Ambire Wallet,WALLET,0.016475191,75308.1447,2093912.459,0,0,166.7419,3797,7,0,21731542,2023-02-18T05:11:00.000Z
LUCKY CATS,KATZ,0.000913292,75127.73507,2210446.28,0,0,0,3798,1,0,100000000,2023-02-18T05:11:00.000Z
Rubidium,RBD,0.06664343,75111.26462,2272205.677,0,0,270.9737,3799,2,0,0,2023-02-18T05:11:00.000Z
Law Blocks,LBT,0.152701773,75096.82965,2129729.761,0,0,-8.9086,3800,2,0,1000000000,2023-02-18T05:11:00.000Z
Rebel Bots,RBLS,0.170935002,74969.36686,2226735.17,0,0,189.5514,3801,11,0,59283090,2023-02-18T05:11:00.000Z
Frax Staked Ether,SFRXETH,1743.338246,74698.43452,2078914.089,0,0,0,3802,5,0,0,2023-02-18T05:11:00.000Z
RaceFi,RACEFI,0.019741245,74294.83762,2074134.2,0,0,95.5617,3803,2,0,200000000,2023-02-18T05:11:00.000Z
Future Of Fintech,FOF,0.834400769,74264.60006,2246945.37,0,0,-7.2077,3804,10,0,200000000,2023-02-18T05:11:00.000Z
Wrapped IoTeX,WIOTX,0.029683451,74237.18219,2139094.192,0,0,39.1202,3805,23,0,9626124332,2023-02-18T05:11:00.000Z
Cpos Cloud Payment,CPOS,4.72E-06,74191.28996,2285789.376,0,0,-62.4371,3806,4,0,11100000000,2023-02-18T05:11:00.000Z
Hudi,HUDI,0.170261866,73999.42168,2046195.533,0,0,7.3333,3807,2,0,0,2023-02-18T05:11:00.000Z
Luxurious Pro Network Token,LPNT,0.248420107,73946.47059,2442696.43,0,0,-20.5855,3808,5,0,80000000,2023-02-18T05:11:00.000Z
Echain Network,ECT,0.011444777,73922.69123,2419526.135,0,0,344.7444,3809,2,0,300000000,2023-02-18T05:11:00.000Z
poundtoken,GBPT,1.204944633,73805.89173,2235343.024,0,0,-0.3219,3810,12,0,3459040.88,2023-02-18T05:11:00.000Z
Cloak,CLOAK,0.012704814,73716.58127,1992408.139,0,0,208.7776,3811,2,0,69000000,2023-02-18T05:11:00.000Z
Lumerin,LMR,0.007758059,73542.42645,2201305.059,0,0,13.4797,3812,8,0,1000000000,2023-02-18T05:11:00.000Z
My Crypto Heroes,MCHC,0.100989245,73491.79274,2333142.562,0,0,34.1273,3813,22,0,0,2023-02-18T05:11:00.000Z
Tune.FM,JAM,0.000244184,73393.0106,2740668.829,0,0,-34.7715,3814,23,0,3000000000,2023-02-18T05:11:00.000Z
Ryoma,RYOMA,0.002516507,73308.40042,10213282.76,0,0,-26.4812,3815,3,0,2000000000,2023-02-18T05:11:00.000Z
Media Network,MEDIA,11.52009563,72947.14261,4211664.273,0,0,-10.4131,3816,10,0,0,2023-02-18T05:11:00.000Z
BattleVerse,BVC,0.002468702,72918.59247,2069963.739,0,0,8.5094,3817,3,0,1000000000,2023-02-18T05:11:00.000Z
TwitFi,TWT,0.003708949,72622.28506,2022759.179,0,0,0,3818,2,0,0,2023-02-18T05:11:00.000Z
Nirvana ANA,ANA,0.105410772,72552.66601,2385824.025,0,0,4.5686,3819,4,0,1032297,2023-02-18T05:11:00.000Z
